,Annual Income,Kids at Home,Teens at Home,Days as Customer,Customer Recency,Wine,Fruit,Meat,Fish,Sweets,Gold,Deals Purchased,Web Purchases,Catalog Purchases,Store Purchases,Monthly Web Visits,Cluster
1728,74881.0,1,1,3089,48,505,72,270,36,27,54,4,9,2,12,5,0
1729,71107.0,0,1,3108,61,533,10,217,198,174,195,2,7,6,13,4,2
1730,46910.0,1,1,2709,36,48,0,14,0,0,6,2,2,0,3,6,1
1731,18690.0,0,0,3159,77,6,1,7,23,4,19,1,1,1,2,8,1
1732,37244.0,1,1,3039,90,18,2,10,0,0,25,1,1,1,2,7,1
1733,82427.0,0,0,2720,35,482,147,509,104,107,107,1,3,5,12,1,2
1734,75342.0,0,1,3030,38,204,97,97,21,118,26,1,5,2,10,4,2
1735,70044.0,0,1,3107,46,1073,0,250,153,14,14,4,7,10,5,5,0
1736,79146.0,1,1,2677,33,245,16,223,21,43,16,2,8,1,8,6,0
1737,77437.0,0,0,2826,70,560,21,442,29,44,29,1,4,5,13,1,2
1738,54984.0,0,1,2647,51,173,13,131,32,3,6,4,6,1,6,7,0
1739,42403.0,1,0,2811,18,22,1,11,0,5,3,1,1,0,3,8,1
1740,55761.0,0,1,2677,97,136,1,12,0,3,32,2,4,1,3,6,1
1741,37292.0,1,0,3048,32,275,0,86,10,23,66,5,6,3,5,8,1
1742,45576.0,0,0,2643,9,56,19,29,2,14,25,1,3,1,3,8,1
1743,70321.0,0,0,3140,6,303,23,751,82,26,191,1,6,5,13,4,2
1744,58086.0,0,1,3136,80,708,7,62,0,0,15,2,11,3,7,8,0
1745,81795.0,0,0,3222,74,324,132,693,27,118,88,1,4,11,7,2,2
1746,28389.0,0,0,3197,49,1,5,3,7,4,8,1,1,0,2,7,1
1747,66835.0,0,0,2885,21,620,26,195,34,17,141,1,6,4,13,2,2
1748,69901.0,0,1,3007,95,312,21,206,102,92,149,3,7,3,10,5,0
1749,80360.0,0,0,3094,56,1493,86,454,112,43,43,2,4,4,5,2,2
1750,63342.0,0,1,3232,48,918,21,118,13,10,21,3,8,3,5,6,0
1751,44989.0,0,1,3266,26,98,0,106,49,10,106,5,5,1,5,6,0
1752,31859.0,1,0,2733,3,3,4,7,15,8,11,1,1,0,3,7,1
1753,51569.0,0,1,3113,39,380,0,47,6,0,34,4,7,1,7,8,0
1754,30372.0,1,1,3162,33,15,0,12,7,3,7,3,2,0,3,7,1
1755,16014.0,1,1,3080,42,3,9,4,7,8,7,4,1,1,4,3,1
1756,41120.0,1,1,2846,80,24,2,23,0,8,24,3,2,1,3,6,1
1757,39763.0,1,0,2940,9,80,1,60,4,6,16,2,5,1,2,9,1
1758,38725.0,1,1,2661,52,31,0,6,2,1,5,2,1,0,4,4,1
1759,77981.0,1,0,3010,78,138,120,204,16,126,60,3,7,4,7,5,2
1760,62905.0,0,1,2903,68,166,75,96,119,107,59,3,7,2,8,4,0
1761,13533.0,1,0,3087,45,12,3,8,8,0,17,2,2,0,3,7,1
1762,59481.0,0,1,2860,47,178,3,85,71,66,58,2,3,3,8,2,0
1763,72117.0,0,1,2924,34,707,20,171,65,60,50,1,9,7,9,5,0
1764,21955.0,1,0,2906,81,5,1,7,17,14,11,2,2,1,3,6,1
1765,67131.0,0,1,3071,72,465,71,250,93,35,62,3,9,2,12,6,0
1766,36802.0,1,0,2624,23,16,1,2,0,0,1,1,1,0,3,5,1
1767,71853.0,0,0,3028,29,358,108,413,141,97,32,1,2,8,6,1,2
1768,28249.0,0,0,2625,80,1,9,7,2,14,10,1,2,0,3,6,1
1769,47808.0,0,1,2863,30,123,1,26,2,0,72,2,3,2,3,7,1
1770,25509.0,1,0,3260,15,40,3,30,10,7,11,3,3,0,3,9,1
1771,51012.0,0,0,3048,86,102,9,63,2,9,24,1,4,1,4,6,1
1772,70596.0,0,0,3243,68,347,44,534,17,0,26,1,3,5,12,2,2
1773,85431.0,0,0,2997,54,376,53,462,168,53,53,1,2,7,7,0,2
1774,42664.0,0,1,2714,44,21,0,3,0,0,0,1,1,0,3,6,1
1775,42586.0,1,1,3219,7,194,2,56,0,0,0,5,4,1,6,8,0
1776,29760.0,1,0,3280,87,64,4,68,7,5,17,4,3,1,4,8,1
1777,28973.0,0,0,3235,59,206,0,46,3,2,12,2,5,1,5,8,1
1778,39435.0,1,0,2938,16,71,0,18,0,0,13,1,3,1,2,7,1
1779,65370.0,0,0,2943,1,71,22,112,138,89,29,1,2,3,13,1,2
1780,20194.0,1,0,3170,64,0,4,7,11,10,15,2,2,0,3,6,1
1781,42473.0,1,1,2743,72,93,1,21,0,4,25,3,2,1,4,5,1
1782,64590.0,0,0,3234,98,920,138,168,36,46,30,1,9,4,10,6,2
1783,71232.0,0,1,2824,91,653,17,170,34,26,17,2,11,2,10,7,0
1784,34600.0,1,1,3155,8,199,33,60,8,3,15,5,5,2,5,8,1
1785,46904.0,1,1,3214,20,153,4,56,0,9,31,4,5,1,4,8,1
1786,49094.0,0,1,3257,6,376,0,38,11,8,69,5,6,3,6,6,0
1787,36075.0,1,0,2813,54,46,0,30,12,1,30,1,2,0,4,6,1
1788,60839.0,1,1,3281,72,600,21,128,223,150,128,13,2,2,12,8,0
1789,77298.0,0,1,2850,46,425,115,292,23,35,79,1,6,6,11,3,2
1790,34026.0,1,1,2939,11,18,6,15,12,8,17,3,2,1,3,5,1
1791,48918.0,1,1,2689,21,52,0,9,0,0,1,2,1,0,4,4,1
1792,82122.0,0,0,2929,89,734,22,350,151,25,100,1,3,9,13,1,2
1793,37697.0,1,0,2753,82,34,6,21,11,4,8,1,2,1,3,6,1
1794,34074.0,1,1,2962,69,135,1,41,10,1,67,5,3,3,3,6,1
1795,28520.0,1,1,2991,55,11,0,10,0,2,20,1,1,1,2,6,1
1796,62535.0,0,1,2880,13,163,48,90,0,45,52,1,3,2,8,3,0
1797,36273.0,1,0,2685,80,29,3,30,3,2,9,2,3,0,3,6,1
1798,63404.0,0,2,2634,97,734,26,70,11,44,17,2,6,3,4,4,0
1799,75774.0,1,0,2669,27,340,21,134,258,14,56,1,7,5,8,4,2
1800,78416.0,0,1,2613,99,453,38,279,188,38,183,2,7,7,10,3,2
1801,75702.0,0,1,3234,87,1073,0,629,145,37,37,1,10,5,13,6,2
1802,59385.0,1,1,3038,85,135,0,10,0,4,36,2,3,1,4,5,1
1803,37070.0,1,1,3077,30,231,7,137,4,15,39,9,5,1,8,7,0
1804,44689.0,1,1,2781,82,18,0,5,0,0,11,2,1,1,2,7,1
1805,53977.0,0,1,2997,21,620,16,165,0,24,82,5,5,5,12,5,0
1806,7144.0,0,2,2815,92,81,4,33,5,2,291,0,23,1,1,0,0
1807,18701.0,1,1,3001,95,12,4,2,10,6,10,4,2,0,4,5,1
1808,90369.0,0,0,2673,2,292,51,981,224,23,17,1,4,6,6,1,2
1809,63159.0,0,0,3212,74,965,34,586,89,86,37,1,3,5,8,3,2
1810,37758.0,1,1,3244,49,27,2,10,0,0,1,2,1,0,3,8,1
1811,46757.0,0,1,3201,71,777,30,163,0,51,122,6,4,4,7,9,0
1812,79734.0,0,0,2612,72,572,8,232,23,62,17,1,4,3,6,1,2
1813,63207.0,0,0,3136,68,438,169,565,91,169,70,1,2,3,6,7,2
1814,72071.0,0,1,3111,4,531,69,300,150,138,150,3,5,4,8,2,2
1815,21840.0,1,0,2954,80,17,0,9,0,0,1,1,1,0,3,9,1
1816,58582.0,0,1,2885,15,402,35,106,101,77,42,2,9,2,9,5,0
1817,72282.0,0,0,2956,70,503,27,419,90,139,153,1,5,7,9,7,2
1818,50387.0,0,2,2913,91,369,9,87,12,14,34,3,6,2,8,5,0
1819,32583.0,1,1,2625,10,5,0,3,0,0,1,1,1,0,2,7,1
1820,62568.0,0,1,2694,99,362,17,398,80,35,61,3,5,3,5,4,0
1821,44635.0,1,1,2872,25,56,0,9,0,0,3,2,2,0,3,7,1
1822,33316.0,1,1,2879,34,79,1,31,4,4,12,3,2,1,4,6,1
1823,63967.0,0,1,2935,57,387,84,141,73,35,162,3,4,4,12,2,2
1824,52513.0,0,0,3274,84,367,17,241,104,188,232,2,9,5,9,7,2
1825,25293.0,1,0,2898,51,15,0,11,0,2,9,1,1,1,2,8,1
1826,54111.0,0,1,2919,97,267,6,54,8,3,50,2,5,2,6,5,0
1827,78394.0,0,0,3110,13,298,27,697,216,24,166,1,4,6,5,2,2
1828,80739.0,0,0,3013,92,674,92,736,39,0,92,1,3,11,9,1,2
1829,22669.0,1,0,3014,30,16,14,36,37,22,48,3,4,1,2,9,1
1830,29236.0,1,0,2875,30,37,4,24,16,9,9,2,4,0,3,9,1
1831,44911.0,0,1,3082,11,159,0,22,2,1,31,3,4,1,4,7,0
1832,54693.0,0,1,3108,72,686,17,142,23,26,35,8,6,4,13,6,0
1833,48186.0,1,0,2712,39,97,3,66,12,7,34,3,4,1,4,7,1
1834,54809.0,1,1,2902,0,63,6,57,13,13,22,4,2,1,5,4,1
1835,41580.0,1,1,3177,15,56,5,24,4,0,3,3,2,1,3,5,1
1836,80336.0,0,0,2904,12,209,19,456,160,142,66,1,2,9,13,1,2
1837,47743.0,0,1,3075,56,198,2,43,0,12,20,3,4,1,6,6,0
1838,62972.0,0,1,3306,39,313,15,47,20,0,192,2,7,4,3,6,0
1839,57333.0,0,1,3256,55,941,14,397,76,58,176,11,8,5,9,6,0
1840,32313.0,1,0,3114,60,86,4,56,2,4,7,3,4,0,4,9,1
1841,84953.0,0,0,3002,73,167,48,602,63,72,72,1,3,10,4,2,2
1842,27071.0,1,0,2678,90,8,3,19,0,2,3,2,2,0,3,6,1
1843,68148.0,0,0,2913,86,389,66,408,37,57,85,1,4,4,6,2,2
1844,65735.0,1,1,2815,37,239,7,119,4,15,11,5,6,2,6,7,0
1845,86836.0,0,0,3266,7,179,21,273,0,21,63,1,6,10,6,5,2
1846,4023.0,1,1,2617,29,5,0,1,1,1,1,15,0,0,0,19,1
1847,30093.0,0,0,2967,19,2,6,28,13,4,16,1,2,0,3,7,1
1848,57705.0,0,1,2780,14,383,0,53,6,4,40,3,8,1,6,6,0
1849,25008.0,1,0,2758,72,2,8,8,6,1,9,2,1,0,3,8,1
1850,83257.0,0,0,3260,56,536,27,590,38,107,67,1,5,10,12,6,2
1851,22280.0,1,0,3017,85,2,1,4,3,1,2,1,1,0,2,8,1
1852,72159.0,0,0,3219,62,322,53,899,34,40,53,1,4,6,10,2,2
1853,64260.0,0,0,3145,1,539,169,816,20,0,30,1,4,5,4,3,2
1854,82733.0,0,0,2903,28,712,50,420,65,38,38,1,8,4,7,4,2
1855,74290.0,0,1,2932,70,1121,0,72,0,12,12,4,10,8,10,6,0
1856,58217.0,2,1,3200,84,68,1,13,3,5,13,1,2,0,4,6,1
1857,21024.0,0,0,2971,89,36,4,18,6,2,18,1,2,0,4,7,1
1858,70116.0,0,0,3130,73,707,44,603,95,58,29,1,2,8,12,1,2
1859,54006.0,1,0,3260,42,174,77,203,6,24,97,2,8,1,7,7,0
1860,69063.0,0,1,3210,16,666,35,124,69,8,26,1,5,3,5,3,0
1861,11448.0,0,0,2807,16,0,0,0,6,2,6,1,1,0,2,6,1
1862,61825.0,0,1,2937,56,162,50,100,55,30,27,1,4,2,8,4,0
1863,70886.0,1,0,2869,65,407,70,239,103,88,53,1,5,4,4,2,2
1864,69109.0,0,0,3208,10,823,25,459,124,29,95,1,6,6,7,4,2
1865,60208.0,1,1,3241,13,488,23,71,15,0,59,11,8,3,7,7,0
1866,32889.0,1,1,2907,78,28,0,13,4,2,8,3,2,1,3,5,1
1867,34738.0,1,0,2660,51,3,2,10,3,0,2,1,1,0,3,6,1
1868,30538.0,1,0,3247,27,284,0,52,8,3,20,4,9,0,4,10,1
1869,82326.0,0,0,2722,30,938,142,754,159,81,183,1,5,10,6,2,2
1870,26642.0,1,0,2731,71,13,2,15,2,2,8,2,2,0,3,6,1
1871,69932.0,0,1,2993,97,412,172,153,150,105,57,2,7,6,11,4,2
1872,44503.0,1,1,2685,83,31,1,8,0,0,8,2,2,0,3,6,1
1873,60200.0,0,1,3154,3,502,19,132,0,6,26,6,6,2,11,6,0
1874,49638.0,0,1,2682,71,18,10,3,3,5,0,1,1,0,3,2,1
1875,23830.0,0,0,2753,3,1,8,6,4,8,16,1,1,0,3,7,1
1876,33051.0,0,0,3293,15,100,71,243,108,94,219,3,9,1,8,9,0
1877,72905.0,0,0,2770,52,407,114,445,181,165,203,1,3,7,9,1,2
1878,69702.0,0,1,3106,8,664,9,240,50,19,57,2,7,7,10,4,0
1879,70300.0,1,0,2960,89,1045,61,338,60,46,46,3,5,5,13,8,2
1880,70643.0,0,0,3233,66,1218,107,304,23,143,33,1,5,8,4,6,2
1881,30396.0,1,0,2671,22,15,0,6,0,1,12,2,1,1,2,7,1
1882,50616.0,0,1,2683,56,128,0,16,0,1,4,2,4,0,4,7,1
1883,62772.0,0,1,3017,74,581,49,157,43,8,108,1,5,6,11,2,0
1884,30298.0,0,0,2652,48,6,3,12,6,1,0,1,1,1,3,3,1
1885,52413.0,1,0,3214,67,185,8,133,56,56,12,2,7,1,7,7,1
1886,44155.0,1,1,2772,24,22,1,9,0,0,14,1,1,1,2,4,1
1887,86979.0,0,0,2845,67,584,100,835,65,83,35,1,5,5,5,2,2
1888,76532.0,1,1,2904,38,355,30,177,90,138,30,4,9,5,7,5,0
1889,42081.0,1,0,3099,86,175,10,110,54,6,27,2,6,3,4,6,1
1890,67546.0,0,0,3278,90,864,134,768,150,38,172,1,4,10,5,3,2
1891,88420.0,0,0,2669,87,957,153,612,99,95,153,1,4,7,8,1,2
1892,31158.0,1,0,3129,62,25,6,16,20,0,5,2,2,0,3,8,1
1893,61671.0,0,1,2637,23,641,7,56,0,0,28,8,10,4,6,8,0
1894,69719.0,0,0,2645,99,273,86,208,177,14,43,1,2,3,5,1,2
1895,49160.0,0,1,2863,29,122,21,43,25,10,15,2,3,1,6,6,0
1896,24882.0,1,0,3269,52,1,4,10,29,0,36,1,1,1,2,6,1
1897,90933.0,0,0,2701,90,1020,31,430,62,63,79,1,4,6,4,1,2
1898,113734.0,0,0,2643,9,6,2,3,1,262,3,0,27,0,0,1,2
1899,59292.0,0,1,2992,71,378,14,68,19,14,14,2,3,5,8,3,0
1900,45759.0,1,1,3102,13,42,1,18,3,0,4,2,2,0,3,7,1
1901,22148.0,0,0,2688,16,15,5,14,0,4,11,1,1,0,3,7,1
1902,73395.0,0,0,2714,94,272,7,80,20,7,11,1,4,4,6,2,1
1903,29819.0,1,0,2859,77,9,1,24,2,1,2,3,3,0,3,6,1
1904,45688.0,0,1,2766,20,279,0,18,0,0,9,2,3,1,8,4,0
1905,62820.0,0,0,3025,51,398,61,265,138,61,53,1,3,4,6,1,2
1906,60491.0,0,1,2907,81,637,47,237,12,19,76,4,6,11,7,5,0
1907,33235.0,1,0,2755,71,45,0,16,2,1,6,1,3,0,3,7,1
1908,35701.0,0,0,3078,36,21,1,9,7,3,5,1,1,0,3,6,1
1909,31535.0,1,0,2887,95,15,4,13,0,0,19,1,1,1,2,7,1
1910,92556.0,0,0,2681,32,493,183,352,184,23,28,0,3,5,13,0,2
1911,67384.0,0,1,3207,32,957,40,175,158,53,107,2,7,8,5,5,2
1912,80573.0,0,0,3234,85,829,138,430,60,92,15,1,4,6,13,2,2
1913,77870.0,0,1,3287,93,1017,50,500,65,50,133,3,5,5,5,8,0
1914,52278.0,0,1,3131,24,953,0,71,0,0,174,6,10,5,10,8,0
1915,57107.0,0,1,3285,44,159,0,120,0,0,137,7,4,4,8,8,0
1916,18929.0,0,0,3109,15,32,0,8,23,4,18,1,1,0,4,6,1
1917,36038.0,1,0,3005,82,23,0,15,0,2,7,2,3,0,3,6,1
1918,20180.0,0,0,3105,27,18,42,24,15,20,18,1,2,1,4,7,1
1919,34230.0,1,1,3161,72,15,0,4,0,0,2,1,1,0,2,7,1
1920,31878.0,0,1,2618,7,23,4,5,10,5,23,1,1,0,4,3,1
1921,70932.0,0,1,2772,57,200,193,100,46,185,185,2,6,2,12,3,2
1922,91249.0,0,0,3228,84,1324,27,119,71,108,27,0,7,9,6,4,2
1923,77598.0,0,0,2882,53,1193,33,281,129,66,33,1,7,5,13,3,2
1924,80982.0,1,1,3148,48,505,137,401,104,22,22,3,11,5,11,5,2
1925,22701.0,1,0,2908,2,2,4,9,0,4,5,1,1,0,3,5,1
1926,55212.0,0,1,3194,65,1103,0,45,0,0,34,3,4,2,11,8,0
1927,70617.0,0,0,2982,45,353,61,753,40,46,27,1,3,3,7,2,2
1928,64849.0,0,0,3204,42,652,48,350,94,84,108,1,9,3,6,5,2
1929,62694.0,1,1,2988,29,379,6,157,25,91,91,5,9,3,7,7,0
1930,61917.0,1,1,2832,83,46,4,36,2,2,1,1,2,0,4,5,1
1931,67472.0,0,1,2885,93,162,31,127,8,17,69,2,4,2,7,3,0
1932,21059.0,1,0,2784,40,8,3,19,3,3,8,3,3,0,3,6,1
1933,29543.0,2,0,2700,47,17,3,18,3,4,18,2,3,1,2,7,1
1934,75903.0,0,1,3058,50,340,108,185,130,38,100,2,6,6,9,3,2
1935,34984.0,1,1,3272,40,8,4,15,3,5,3,2,1,0,3,7,1
1936,54998.0,0,1,3087,3,154,22,202,39,30,8,5,4,2,9,4,0
1937,54356.0,0,1,3198,62,710,15,30,20,0,0,3,11,2,8,8,0
1938,34242.0,0,1,2709,25,8,2,4,0,0,1,1,0,0,3,5,1
1939,25410.0,1,0,2913,48,2,2,4,13,13,4,1,1,0,4,4,1
1940,73356.0,0,0,2754,56,1050,14,322,0,14,112,1,5,11,5,2,2
1941,28320.0,0,1,3142,68,19,1,14,3,2,4,1,1,0,3,8,1
1942,23763.0,1,0,3302,64,22,0,6,6,2,6,1,1,0,3,7,1
1943,72570.0,0,0,2676,67,274,83,216,151,141,224,1,4,6,12,1,2
1944,34529.0,1,0,3264,94,68,6,38,3,6,41,2,2,2,3,7,1
1945,70792.0,0,0,3119,82,344,45,654,104,11,114,2,3,4,10,3,2
1946,63211.0,0,0,3215,3,145,193,459,205,26,145,2,3,8,7,2,2
1947,83891.0,0,1,2620,24,217,38,350,111,85,15,1,4,7,10,1,2
1948,36065.0,1,1,3066,54,18,7,34,10,2,3,3,3,0,3,8,1
1949,39898.0,0,1,3113,20,69,8,26,12,7,12,2,3,0,4,7,1
1950,51141.0,0,0,2967,96,144,0,7,0,0,6,1,3,1,4,5,1
1951,56939.0,0,1,2895,19,256,34,103,90,29,49,2,3,3,10,3,0
1952,80872.0,0,0,2659,60,483,72,567,94,12,108,1,4,4,10,1,2
1953,72335.0,0,0,3296,2,1285,105,653,28,21,0,1,10,4,8,8,2
1954,61798.0,0,0,2829,13,338,4,89,11,8,13,1,4,2,9,4,0
1955,76842.0,0,0,2668,37,605,10,345,84,54,32,1,1,8,7,0,2
1956,29478.0,1,0,2774,59,8,0,7,3,1,1,1,1,0,3,6,1
1957,46998.0,0,1,3226,55,172,41,86,45,6,27,5,5,3,5,7,0
1958,96843.0,0,0,3043,60,448,71,951,40,17,17,1,6,11,10,2,2
1959,56551.0,1,1,2664,48,67,4,32,17,2,16,3,2,1,4,4,1
1960,70053.0,0,1,2972,38,512,53,98,81,179,89,3,8,5,10,5,2
1961,71670.0,0,0,2966,8,1462,16,128,0,0,160,1,5,3,6,6,0
1962,44359.0,1,1,2623,19,20,0,14,7,3,1,3,2,0,4,3,1
1963,40887.0,1,1,3030,32,50,4,44,10,10,43,3,3,1,3,9,1
1964,48877.0,0,1,2786,27,102,1,15,2,0,24,1,3,0,4,7,1
1965,74485.0,0,0,2920,58,499,149,815,173,49,49,1,6,7,12,3,2
1966,64474.0,0,1,2861,59,381,35,172,56,86,93,2,8,2,10,5,0
1967,77226.0,0,1,2732,29,631,43,239,128,76,21,2,6,8,12,3,2
1968,72643.0,0,0,3098,60,526,80,553,123,94,53,1,3,10,7,2,2
1969,85738.0,0,0,2768,41,913,26,376,17,26,13,1,3,6,11,1,2
1970,55686.0,0,1,3111,27,673,0,199,37,47,26,2,6,3,5,4,0
1971,39062.0,1,0,2707,28,23,0,9,0,0,12,1,1,0,3,4,1
1972,34600.0,1,1,3155,8,199,33,60,8,3,15,5,5,2,5,8,1
1973,40794.0,0,1,3059,18,261,23,73,4,23,50,2,6,3,5,7,0
1974,54690.0,1,1,2845,76,111,16,37,7,9,18,3,3,1,5,3,1
1975,4428.0,0,1,2878,0,16,4,12,2,4,321,0,25,0,0,1,0
1976,32632.0,0,0,3307,32,63,151,137,153,19,53,2,4,4,8,5,2
1977,38236.0,1,1,2893,2,58,0,18,2,0,10,4,3,0,4,7,1
1978,36781.0,1,0,2691,16,29,1,17,0,3,13,1,2,1,2,8,1
1979,31385.0,1,0,3182,56,3,2,12,0,1,9,1,1,0,2,8,1
1980,24570.0,1,0,3098,97,28,34,62,11,14,44,3,4,0,4,9,1
1981,25509.0,1,0,3260,15,40,3,30,10,7,11,3,3,0,3,9,1
1982,94642.0,0,0,2748,35,879,143,797,106,143,143,0,5,7,9,1,2
1983,58646.0,0,1,2995,3,62,1,44,6,5,22,1,2,1,4,4,1
1984,53201.0,1,1,3113,49,280,7,81,20,0,27,8,6,3,5,7,0
1985,21994.0,0,1,3163,4,9,0,6,3,1,3,1,0,0,3,5,1
1986,57113.0,1,1,3119,45,182,4,33,0,2,42,6,4,1,5,7,1
1987,51373.0,0,0,2983,37,83,2,101,64,26,117,1,3,5,3,4,1
1988,23477.0,1,0,2862,39,38,15,54,3,8,29,3,3,0,4,8,1
1989,58116.0,0,1,2688,38,228,19,130,4,11,51,2,3,3,8,2,0
1990,72968.0,0,0,2806,8,1092,37,592,145,37,55,1,5,5,8,3,2
1991,39791.0,0,1,3069,89,85,15,27,13,13,21,2,3,1,4,7,1
1992,91712.0,0,0,2866,47,1276,24,746,94,29,48,0,9,7,11,3,2
1993,94472.0,0,1,2698,75,1017,33,417,108,100,16,1,5,5,5,5,2
1994,13672.0,1,1,3049,86,6,2,9,2,1,5,2,1,0,3,8,1
1995,96547.0,0,0,2648,4,448,21,125,52,101,62,0,7,6,8,2,2
1996,79205.0,0,0,3280,73,504,23,117,179,28,44,1,6,5,4,4,2
1997,56559.0,0,1,3162,46,226,22,133,41,31,31,3,4,3,8,4,0
1998,32644.0,1,0,3140,38,239,3,141,0,7,23,4,7,1,6,8,1
1999,67506.0,0,1,2789,73,90,38,67,33,36,67,1,4,1,6,3,0
2000,24206.0,1,0,3089,66,7,2,8,3,2,3,1,1,0,3,6,1
2001,28420.0,1,0,2798,36,4,2,5,2,0,0,1,1,0,2,6,1
2002,22979.0,1,0,3272,29,16,17,19,20,21,22,3,3,2,2,8,1
2003,33279.0,0,0,2628,29,10,3,3,0,0,0,1,0,0,3,3,1
2004,46423.0,1,1,2895,6,68,0,16,0,0,8,3,2,0,4,7,1
2005,30368.0,0,1,2845,97,35,0,13,2,0,2,2,2,0,3,8,1
2006,63684.0,0,1,3191,61,575,80,428,208,93,80,3,8,4,8,5,2
2007,41638.0,0,1,3112,68,315,0,31,4,0,91,4,5,5,3,8,0
2008,68805.0,0,1,2896,73,182,2,49,17,13,20,1,3,1,7,2,0
2009,65814.0,0,1,2730,90,561,14,113,10,14,35,3,8,2,10,5,0
2010,71964.0,0,0,3016,81,587,51,932,180,34,86,1,5,6,5,3,2
2011,39146.0,1,0,3111,1,94,1,33,13,12,12,3,4,0,4,8,1
2012,96876.0,0,0,2938,79,908,43,735,40,194,21,1,7,7,9,2,2
2013,34445.0,0,0,3129,92,228,122,122,208,129,30,6,11,2,8,9,2
2014,68281.0,0,0,3302,31,995,112,417,42,48,41,1,2,9,13,5,2
2015,37284.0,1,1,3068,46,11,1,2,2,1,6,1,0,0,3,6,1
2016,36790.0,0,0,3096,14,3,3,14,15,21,10,1,2,1,2,9,1
2017,27943.0,1,1,3051,89,12,1,16,4,1,3,3,2,0,3,8,1
2018,22263.0,1,1,2702,31,17,0,2,0,0,2,2,1,0,3,6,1
2019,30261.0,1,2,3253,75,8,0,5,0,3,6,1,0,0,3,8,1
2020,28587.0,1,0,2748,42,22,4,17,12,10,13,3,2,0,4,6,1
2021,43815.0,1,0,3061,53,14,10,29,4,7,15,1,2,0,3,6,1
2022,48195.0,1,1,2770,53,106,27,68,52,7,5,6,4,2,5,6,0
2023,77027.0,0,1,2755,23,820,57,242,45,0,11,2,8,3,6,4,0
2024,71322.0,0,1,3109,57,753,43,226,69,10,204,2,8,5,13,4,0
2025,32765.0,1,0,2737,49,13,3,17,7,3,3,2,2,0,4,5,1
2026,29672.0,1,1,3085,6,9,1,3,0,4,8,1,0,0,3,6,1
2027,23272.0,0,0,2866,29,19,3,6,4,2,12,1,1,0,3,4,1
2028,49912.0,0,1,3271,5,520,8,223,32,49,42,4,10,5,7,8,0
2029,7500.0,1,0,3308,98,5,17,17,13,14,34,4,2,1,3,9,1
2030,68117.0,0,1,3087,80,618,44,215,0,17,36,2,11,8,4,6,0
2031,67225.0,0,1,2826,4,315,35,322,46,7,143,3,7,2,11,5,0
2032,17649.0,1,0,2840,70,15,1,23,0,5,1,3,3,0,3,8,1
2033,55914.0,0,1,3037,32,384,60,364,119,101,232,4,11,6,8,7,2
2034,40059.0,1,0,2885,82,110,29,92,28,10,145,1,6,2,3,8,1
2035,60905.0,0,1,2817,27,208,17,76,36,17,38,2,3,3,7,2,0
2036,75330.0,1,1,3244,94,555,82,257,93,61,61,4,10,3,12,6,0
2037,60689.0,0,1,3004,23,240,90,216,63,6,24,4,4,4,10,3,0
2038,38680.0,1,0,3069,97,11,0,36,15,5,12,1,2,0,3,7,1
2039,61416.0,0,0,3117,25,848,154,323,201,61,78,1,10,3,10,6,2
2040,49767.0,0,0,3034,92,202,47,197,55,42,149,1,5,4,8,4,2
2041,83273.0,1,2,3253,98,433,89,650,16,102,102,10,4,6,9,7,0
2042,29009.0,1,0,2823,19,6,6,15,10,5,2,2,2,0,3,6,1
2043,45057.0,1,0,2821,80,37,0,7,3,0,3,1,2,0,3,5,1
2044,37150.0,1,0,3267,80,167,37,64,49,34,116,8,4,3,6,7,0
2045,43020.0,1,0,2822,79,45,7,99,4,25,43,3,4,1,4,6,1
2046,53154.0,0,1,2631,50,129,0,21,0,1,7,1,3,1,4,4,1
2047,65308.0,0,0,2902,60,713,0,264,120,80,34,1,7,8,12,4,2
2048,76467.0,1,0,3292,44,676,161,426,210,44,58,2,2,5,5,6,2
2049,81044.0,0,0,2795,0,450,26,535,73,98,26,1,5,6,10,1,2
2050,32871.0,1,1,3088,28,22,2,12,0,2,5,1,1,0,3,4,1
2051,55801.0,1,1,2891,35,367,4,51,6,4,95,6,7,2,6,7,0
2052,76320.0,0,1,2618,49,526,35,214,69,53,35,2,6,3,4,2,0
2053,36927.0,1,1,2638,46,51,0,16,0,0,4,2,3,0,3,8,1
2054,48794.0,1,1,2614,97,25,0,11,3,0,15,1,1,0,3,4,1
2055,23478.0,0,0,3078,51,28,6,27,12,17,39,1,3,0,3,8,1
2056,71128.0,1,0,3242,80,958,159,447,20,0,31,3,2,10,12,7,2
2057,70179.0,0,1,2954,10,532,88,168,69,44,133,3,7,3,13,5,0
2058,59462.0,0,1,3151,29,724,17,143,0,8,196,2,9,2,12,7,0
2060,38361.0,1,0,2795,74,39,0,56,20,8,14,3,3,1,3,7,1
2062,70038.0,0,0,2858,54,587,54,348,71,54,130,1,4,4,8,2,2
2063,42554.0,1,1,3144,93,29,1,11,0,0,0,2,2,0,3,4,1
2064,67445.0,0,1,3297,63,757,80,217,29,80,11,5,9,6,12,6,0
2065,67046.0,0,1,3150,92,544,35,133,23,151,107,2,4,5,4,2,2
2066,42192.0,0,0,2907,40,40,15,15,17,6,7,1,2,1,3,4,1
2067,77610.0,0,1,3219,70,1245,33,332,21,33,16,2,4,7,4,7,0
